"configuration","problem","model","data_file","status","time","flatBoolVars","evaluatedReifiedConstraints","flatIntVars","eliminatedImplications","extractedViews","flatIntConstraints","peakDepth","objective","userDecisions","intVariables","nSolutions","oracleDecisions","restarts","method","failures","flatBoolConstraints","unifiedVariables","propagators","propagations","initTime","solveTime","run","flatTime","paths","blockType"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","OPTIMAL_SOLUTION","148.16917096357793","37710","46410","13650","2250","15750","35892","26430","S(13)","0","13647","15","2736631","2429","minimize","169799","22200","0","31091","98782005","0.574494","144.31463","results_prod_new","2.31474","0","complete"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","SATISFIED","1201.035007945262","36900","45150","13650","2250","15750","35349","10772","S(15)","0","13647","4","19598402","0","minimize","752370","21750","0","30098","647904747","0.640698","1196.961695","results_prod_new","2.46156","0","complete"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","SATISFIED","1202.1246630158275","82750","101500","30200","5000","35000","78844","63171","S(17)","0","30197","8","12371498","869","minimize","111304","48750","0","67593","292092921","1.426887","1192.958699","results_prod_new","5.69639","0","complete"
"Huub_free_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","SATISFIED","1200.952529744245","35550","43050","13650","2250","15750","34444","108621","S(9)","0","13647","8","13591630","215","minimize","104944","21000","0","28443","145132384","0.741619","1197.060419","results_prod_new","2.24526","0","complete"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-13.dzn","UNKNOWN","1201.0881151687354","37710","46410","13650","2250","15750","35892","2416","","0","13647","0","2660371","0","minimize","663359","22200","0","31091","1106896570","0.558658","1197.258796","results_prod_new","2.30328","0","complete"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-09.dzn","OPTIMAL_SOLUTION","46.313815963454545","16280","19880","6100","1000","7000","15685","11242","S(20)","0","6097","1","1079754","5223","minimize","149878","9600","0","13284","44632008","0.238523","44.32769","results_prod_new","1.19881","0","complete"
"Huub_user_no_gen_bounds","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-50-08.dzn","OPTIMAL_SOLUTION","6.027770670130849","16640","20440","6100","1000","7000","15927","13291","S(13)","0","6097","7","148623","0","minimize","9867","9800","0","13726","2907335","0.254895","4.188735","results_prod_new","1.1116","0","complete"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-12.dzn","OPTIMAL_SOLUTION","858.4581775423139","36900","45150","13650","2250","15750","35349","29311","S(14)","0","13647","11","16041889","1667","minimize","330016","21750","0","30098","391749982","0.61503","854.546139","results_prod_new","2.35219","0","complete"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","OPTIMAL_SOLUTION","883.9449205473065","84100","103600","30200","5000","35000","79747","58445","S(17)","0","30197","15","12034804","5863","minimize","430874","49500","0","69246","478648545","1.297684","874.953899","results_prod_new","5.74344","0","complete"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","0.9428253620862961","3710","4410","1550","250","1750","3718","3741","S(10)","0","1547","1","29095","0","minimize","1979","2200","0","2917","327347","0.060785","0.362898","results_prod_new","0.316385","0","complete"
"Huub_user_basic","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-15.dzn","UNKNOWN","1201.1331633850932","35550","43050","13650","2250","15750","34444","24837","","0","13647","0","11964677","0","minimize","409780","21000","0","28443","154688817","0.739074","1197.116836","results_prod_new","2.24428","0","complete"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-02.dzn","OPTIMAL_SOLUTION","0.9508069800212979","3980","4830","1550","250","1750","3901","3058","S(6)","0","1547","5","26744","16","minimize","2053","2350","0","3250","368112","0.060601","0.308939","results_prod_new","0.340921","0","complete"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","4.3336830558255315","3810","4620","1488","240","1680","3738","3023","S(5)","0","1485","3","133682","577","minimize","26285","2250","0","3107","3278211","0.061989","3.58254","results_prod_new","0.36178","0","complete"
"Huub_user_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-01.dzn","OPTIMAL_SOLUTION","4.230017649941146","3810","4620","1488","240","1680","3738","3090","S(5)","0","1485","4","133955","0","minimize","30404","2250","0","3107","3191527","0.061456","3.560416","results_prod_new","0.359583","0","complete"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-75-14.dzn","OPTIMAL_SOLUTION","16.911013446748257","37170","45570","13650","2250","15750","35530","25896","S(20)","0","13647","9","576636","213","minimize","4985","21900","0","30429","9785509","0.54596","13.031772","results_prod_new","2.4452","0","complete"
"Huub_free_m+o","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-16.dzn","OPTIMAL_SOLUTION","1023.0301681729034","82750","101500","30200","5000","35000","78844","63392","S(16)","0","30197","7","11384226","494","minimize","195623","48750","0","67593","256167333","1.422255","1014.061103","results_prod_new","5.66271","0","complete"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-25-05.dzn","OPTIMAL_SOLUTION","0.8644148325547576","3710","4410","1550","250","1750","3718","3937","S(10)","0","1547","1","24133","37","minimize","1297","2200","0","2917","272189","0.060176","0.296799","results_prod_new","0.314277","0","complete"
"Huub_free_diffn","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-18.dzn","OPTIMAL_SOLUTION","594.9392743892968","84100","103600","30200","5000","35000","79747","57592","S(17)","0","30197","10","7585878","6863","minimize","416152","49500","0","69246","323109600","1.295239","585.692372","results_prod_new","5.82413","0","complete"
"Huub_free_m+s","","../products-and-shelves/product-and-shelves.mzn","../products-and-shelves/ps-100-19.dzn","OPTIMAL_SOLUTION","94.06160143576562","83200","102200","30200","5000","35000","79145","54550","S(30)","0","30197","8","1839619","993","minimize","43305","49000","0","68144","55978327","1.211294","85.772589","results_prod_new","5.16024","0","complete"
